,source_text,polyphone,location,narrow_context,context,index,reading,gloss
700105,說苑,王,16,纏曰子豈諭王乎安陵纏曰,可也居朞年江乙復見安陵纏曰子豈諭王乎安陵纏曰臣未得王之間也江乙曰子出與王,-1,,
700842,說苑,奉,25,可使持國政奉國法而不黨,敖執而戮之虞丘子喜入見於王曰臣言孫叔敖果可使持國政奉國法而不黨施刑戮而不骫可謂公平莊王曰夫子之賜也已趙宣子言韓獻子,-1,,
694064,說苑,易,2,正諫易曰王臣蹇蹇,正諫易曰王臣蹇蹇匪躬之故人臣之所以蹇蹇為難而諫其君者非為身也將欲以匡,-1,,
704901,說苑,上,24,歳之化下氣上通能知存亡,著象二十八宿虵頭龍翅左精象日右精象月千歳之化下氣上通能知存亡吉凶之變寧則信信如也動,-1,,
704331,說苑,三,28,成於二備於三周於四行於,一隂一陽之謂道道也者物之動莫不由道也是故發於一成於二備於三周於四行於五是故玄象著明莫大於日月察變之動莫著於五星天之五星運,-1,,
690597,說苑,中,27,樂羊將已得中山還反報文,死病也後病果愈封為博陽侯終饗其樂魏文侯攻中山樂羊將已得中山還反報文侯有喜功之色文侯命主書曰羣臣賓客所獻書操以進主書者舉兩篋以進,-1,,
698061,說苑,天,27,未發祲厲於天士無怒即已,貫日此三人皆夫布衣韋帶之士怒矣與臣将四士含怒未發祲厲於天士無怒即已一怒伏尸二人流血五歩即案匕首起視秦王曰今将是矣秦王,-1,,
703052,說苑,見,24,避患去害不見丘山積其所,用事自知不用其仁不能去制敵積功不失秋毫避患去害不見丘山積其所欲以至其所惡豈不為勢利惑哉詩云人知其一莫知其他此之謂也,-1,,
706331,說苑,衰,24,後治凶服衣衰飾脩棺椁作,日而殯二月而葬皆何以然曰禮不豫凶事死而後治凶服衣衰飾脩棺椁作穿窆宅,-1,,
702743,說苑,言,29,本一言也一言而適可以却,作者多怨怪多怨怪者疾病生故清浄無為血氣乃平百行之本一言也一言而適可以却敵一言而得可以保國響不能獨為聲影不能倍曲為直物必以其類及,-1,,
699580,說苑,使,20,之右書奏上使人賜徐福帛,察客徙薪曲堗之策而使居燔髮灼爛之右書奏上使人賜徐福帛十匹拜為郎齊桓公將伐,-1,,
704651,說苑,父,32,不為不聴其父絶文姜之屬,畏强禦也故刼嚴社而不為驚靈出天王而不為不尊上辭蒯聵之命不為不聴其父絶文姜之屬而不為不愛其母其義之盡耶其義之盡耶齊大旱之時景公召群,-1,,
687530,說苑,食,27,臣得煖衣飽食弊車駑馬以,也晏子對曰頼君之賜得以壽三族及國交逰皆得生焉臣得煖衣飽食弊車駑馬以奉其身於臣足矣晏子出公使梁丘據遺之輅車乗馬,-1,,
693037,說苑,惡,28,知今也夫知惡徃古之所以,危亡自古及今未有不然者也明鏡所以照形也徃古所以知今也夫知惡徃古之所以危亡而不務襲迹於其所以,-1,,
702430,說苑,於,25,毁亷者莫甚於色摧剛者反,水崩其懷在山毒智者莫甚於酒留事者莫甚於樂毁亷者莫甚於色摧剛者反已於弱富在知足貴在求退先憂事,-1,,
689541,說苑,左,30,之夏桀之居左河濟右太華,起對曰在徳不在險昔三苗氏左洞庭右彭蠡徳義不修而禹滅之夏桀之居左河濟右太華伊闕在其南羊膓在其北修政不仁湯放之殷紂之,-1,,
699372,說苑,能,32,能行者未必能言管仲有疾,哉窺牆者乃言之於楚王遂解其縛與俱之楚故曰能言者未必能行能行者未必能言管仲有疾桓公徃問之曰仲父若棄寡,-1,,
702689,說苑,樞,18,君子之樞機樞機之發榮辱,行發於邇不可止於逺夫言行者君子之樞機樞機之發榮辱之本也可不慎乎故蒯子羽曰言猶射也栝既離弦雖有所,-1,,
700062,說苑,著,32,之過也微而著故智不能及,人不識也孔子曰君子哉漆雕氏之子其言人之羙也隱而顯其言人之過也微而著故智不能及明不能見得無,-1,,
697327,說苑,適,20,若身材髙妙適遭暴亂無道,者有先貴而後賤先冨而後貧者也不若身材髙妙適遭暴亂無道之主妄加不道之理,-1,,
686963,說苑,為,16,持抔國事以為輕重扵私門,此者讒臣也五曰專權擅勢持抔國事以為輕重扵私門成黨以富其家又復増加威勢擅矯主命以,-1,,
692111,說苑,所,28,未有所亡而所得者三始誦,說而復往見子賤曰自子之仕何得何亡子賤曰自吾之仕未有所亡而所得者三始誦之文今履而行之,0,s-qʰraʔ,place (n.); that which
695617,說苑,取,20,孔子使子路取水而試之滿,滿則覆虗則欹中則正有之乎對曰然孔子使子路取水而試之滿則覆中則正虗則欹孔子喟然歎曰,-1,,
693768,說苑,於,23,之君獨不愧於君之忠臣乎,之左右曰君之善子韋也君亡不從來又復貴之君獨不愧於君之忠臣乎子罕曰吾唯不能用子韋故至於亡今吾之得復也尚是子韋之遺德餘教,-1,,
706330,說苑,衣,19,而後治凶服衣衰飾脩棺椁,月而葬皆何以然曰禮不豫凶事死而後治凶服衣衰飾脩棺椁作穿窆宅兆然後䘮文成外親畢至葬墳集孝子忠臣之恩厚備盡矣故天子七月而葬,-1,,
701098,說苑,樹,21,曰善為吏者樹德不善為吏,其固然也此臣之所以脱君也孔子聞之曰善為吏者樹德不善為吏者樹怨公行之也其子羔之謂歟,-1,,
688767,說苑,父,21,夷公愛之兹父為公愛之也,父為桓公太子桓公有後妻子曰公子目夷公愛之兹父為公愛之也欲立之請於公曰請使目夷立臣,-1,,
697366,說苑,下,28,則廣厦邃房下羅帷來清風,膠援琴而長太息則流涕沾衿矣今若足下千乗之君也居則廣厦邃房下羅帷來清風倡優侏儒處前迭進而謟諛燕則鬪象棋而舞,-1,,
700319,說苑,後,27,萬姓之所載後世之所則也,君之公也夫以公與天下其徳大矣推之於此刑之於彼萬姓之所載後世之所則也彼人臣之公治官事則,-1,,
707341,說苑,夫,20,猶幾不能勝夫奢安可窮哉,公喜奢而忘儉幸有晏子以儉鐫之然猶幾不能勝夫奢安可窮哉紂為鹿臺糟丘酒池肉林宫墻文畫彫琢刻鏤錦繡被堂金玉珍瑋婦女優倡鍾鼓,-1,,
693311,說苑,食,32,暮收市征暮食不足朝收市,而不來者此是吾君不好之乎趙簡子曰吾門左右客千人朝食不足暮收市征暮食不足朝收市征吾尚可謂不好士乎舟人古乘對,-1,,
694275,說苑,委,27,其後也螳蜋委身曲附欲取,對曰園中有樹其上有蟬蟬髙居悲鳴飲露不知螳蜋在其後也螳蜋委身曲附欲,-1,,
686207,說苑,隗,26,王誠欲興道隗請為天下之,下可以覇唯王擇焉燕王曰寡人願學而無師郭隗曰王誠欲興道隗請為天下之士開路扵是燕王常置郭隗上坐南面居三年蘇子聞之從周歸,-1,,
695330,說苑,比,30,百步之中耳比於臣未知操,楊葉百步百發百中楊葉之小而加百中焉可謂善射矣所止乃百步之中耳比於臣未知操弓持矢也福生有禍生有,-1,,
695650,說苑,語,16,雖不問吾將語子常摐曰過,以語諸弟子者乎常摐曰子雖不問吾將語子常摐曰過故鄉而下車子知之乎老子曰過故鄉而下車非謂其不,-1,,
699157,說苑,示,19,怨曰是何傷示以鄰國不服,是何能然示以人事多不義百姓多怨曰是何傷示以鄰國不服賢良不興曰是何害是不知所以存所以亡故臣曰晉先亡居三年晉果亡威公,-1,,
704459,說苑,氣,30,矣夫天地之氣不失其序若,京師四通而致之周幽王二年西周三川皆震伯陽父曰周將亡矣夫天地之氣不失其序若過其序民亂之也陽,-1,,
688237,說苑,教,17,此聖人之徳教儒者受之傳,内有男女之别外有朋友之際此聖人之徳教儒者受之傳之以教誨於後世今夫晚世之惡人反非儒者曰何以儒為如此人,-1,,
707752,說苑,去,24,而出上車驅去魏太子使騎,解玉具右解環佩委之坐愆然而起黙然不謝趨而出上車驅去魏太子使騎操劒佩逐與經侯使告經侯曰吾無徳所寳不能為珠玉所守此,-1,,
703084,說苑,足,22,死牧之野頭足異所比干盡,虎順紂之心欲以合於意武王伐紂四子身死牧之野頭足異所比干盡忠剖心而死今欲明事情恐有抉目剖心之禍欲合,-1,,
690533,說苑,去,18,天下舟之僑去虞而從焉文,推田號曰介山晉文公出亡周流天下舟之僑去虞而從焉文公反國擇可爵而爵之擇可禄而禄之舟之僑獨不與焉文公酌諸大夫酒酒,-1,,
699968,說苑,於,29,者家一人質於趙百姓必怨,與百姓同惡之公曰若何對曰請命臣令於國曰有姑姊妹女者家一人質於趙百姓必怨,-1,,
686479,說苑,道,27,王可謂知天道矣其不失國,也不榖雖不徳河非所獲罪也遂不祭焉仲尼聞之曰昭王可謂知天道矣其不失國冝哉楚昭王之時有雲如飛鳥夾日而飛三日昭王患之使人乗,1,kə-lˤuʔ,Way
704382,說苑,下,26,上告于天子下布之民主夏,謂吉祥古者有主四時者主春者張昏而中可以種穀上告于天子下布之民主夏者大火昏而中可以種黍菽上告于天子下布之民主秋者虚昏,-1,,
699720,說苑,天,29,不取費在國天有災親戚乏,二三子恤不相睦也無患呉矣昔闔廬食不貳味處不重席擇不取費在國天有災親戚乏困而供之在軍食熟者半而後食其所甞者卒乗必與焉,-1,,
702724,說苑,去,27,疽死者不可去也饑渴死者,死者可去也罹五兵死者可去也壽命死者不可去也癰疽死者不可去也饑渴死者中不充,-1,,
701459,說苑,監,30,列坐堂皇上監御史亦坐建,所誅吾言取之則取之斬之則斬之於是當選士馬日䕶軍諸校列坐堂皇上監御史亦坐建從走卒趨至堂下拜謁因上堂走卒皆,-1,,
699002,說苑,正,27,術夫權謀有正有邪君子之,可與適道未可與權也夫非知命知事者孰能行權謀之術夫權謀有正有邪君子之權謀正小人之權謀邪夫正者,-1,,
696330,說苑,三,26,前有金人焉三緘其口而銘,者也哀公愀然變色曰善孔子之周觀於太廟右陛之前有金人焉三緘其口而銘其背曰古之慎言人也戒之哉戒之哉無多,-1,,
699567,說苑,說,25,絶之向使福說得行則無裂,終無火患今茂陵徐福數上書言霍氏且有變冝防絶之向使福說得行則無裂地出爵之費而國安平,-1,,
704189,說苑,豹,32,孔雀愛羽虎豹愛爪此皆所,兵雖疾從而不及也夫臨財忘貧臨生忘死可以逺罪矣夫君子愛口孔雀愛羽虎,-1,,
704503,說苑,濟,20,謂也江河淮濟也四瀆何以,天下施徳博大故視三公也四瀆者何謂也江河淮濟也四瀆何以視諸侯能蕩滌垢濁焉能通百川於海焉能,-1,,
697357,說苑,為,20,若是者臣一為之徽膠援琴,聞飛鳥疾風之聲窮窮焉固無樂已凡若是者臣一為之徽膠援琴而長太息則流涕沾衿矣,-1,,
690730,說苑,王,28,徃者醉失禮王隠忍不暴而,寡人徳薄又未甞異子子何故出死不疑如是對曰臣當死徃者醉失禮王隠忍不暴而誅也臣終不敢以䕃蔽之徳,-1,,
686192,說苑,朝,24,至矣南面聼朝不失揖讓之,虜也今王將東面目指氣使以求臣則厮役之材至矣南面聼朝不失揖讓之禮以求臣則人臣,-1,,
694447,說苑,空,24,駕千乘萬騎空左方自行迎,衣今願受事乃立焦為仲父爵之爲上卿皇帝立駕千乘萬騎空左方自行迎太后萯陽宫歸於咸陽太后大喜乃大置酒待,-1,,
705862,說苑,望,25,瞻視儼然人望而畏之不亦,王不易既以脩徳又以正容孔子曰正其衣冠尊其瞻視儼然人望而畏之不亦威而不猛乎成王將冠周公使祝雍祝王曰逹而勿多也祝雍,-1,,
689929,說苑,於,28,曰不可得志於鄭諸侯讎我,急也民以不為臺故知吾之愛也中行獻子将伐鄭范文子曰不可得志於鄭諸侯讎我憂必滋長郤至又曰得鄭,-1,,
702844,說苑,行,30,治天下在於行法不在於信,也秦信同姓以王至其衰也非易同姓也而身死國亡故王者之治天下在於行法不在於信同姓髙山之巔無,-1,,
697379,說苑,撞,16,格猛獸入則撞鍾擊鼔乎深,逰則馳騁弋獵乎平原廣囿格猛獸入則撞鍾擊鼔乎深宫之中方此之時視天地曽不若一指忘死與生雖有善鼓琴者固未能令足下悲,-1,,
687748,說苑,夫,28,曰髙繚之事夫子三年曽無,子哉尹綽面訾不面譽也髙繚仕於晏子晏子逐之左右諌曰髙繚之事夫子三年曽無以爵位而逐之其義可乎晏子曰嬰仄陋之人也四維之然後能直,-1,,
700320,說苑,所,26,所載後世之所則也彼人臣,夫以公與天下其徳大矣推之於此刑之於彼萬姓之所載後世之所則也彼人臣之公治官事則不營私家在公門則不言貨利當公法則不阿,0,s-qʰraʔ,place (n.); that which
700286,說苑,行,18,至公也古有行大公者帝堯,至公書曰不偏不黨王道蕩蕩言至公也古有行大公者帝堯是也貴為天子富有天下得舜而傳之不私於其子,-1,,
705040,說苑,過,24,由是觀之不過五年王使太,堯臨民以五今其胄見鬼神之見也不失其物若由是觀之不過五年王使太宰已父率,-1,,
689192,說苑,成,21,之士而刺之成公趙曰不可,使之然也不可或曰何不因羣臣道徒處之士而刺之成公趙曰不可吾因羣臣道徒處之士而刺,-1,,
697225,說苑,為,18,戒盖言其危為人臣者不易,公乗不仁曰周書曰前車覆後車戒盖言其危為人臣者不易為君亦不易今君已設令令不行可乎君曰善舉白而飲飲畢曰以公勝不仁為上,-1,,
697648,說苑,於,29,傭肆矣文侯於是乃發粟百,今周以貧故來貸粟而曰須我邑粟來也而賜臣即來亦求臣傭肆矣文侯於是乃發粟百鍾送之荘周之室晉平公問叔向曰嵗饑民疫翟人攻我我,-1,,
694885,說苑,天,23,君也寡人以天子大夫之賜,六馬以出正閨刖跪擊其馬而反之曰爾非吾君也寡人以天子大夫之賜得率百姓以守宗廟今見戮,-1,,
707749,說苑,出,18,然不謝趨而出上車驅去魏,具右解環佩委之坐愆然而起黙然不謝趨而出上車驅去魏太子使騎操劒佩逐與經侯使告經侯曰吾無徳所寳不能為珠玉所守此寒不可衣飢不可食,-1,,
696799,說苑,為,19,王來遊所以為勞大王望得,得無有過乎閭丘先生對曰惟聞大王來遊所以為勞大王望得夀於大王望得冨於大王望得貴於大王王曰天殺生有時非寡人所得與也無以夀先生倉廪雖實,-1,,
703373,說苑,宿,18,止然則暮託宿於鰌鱣之穴,於霧露乗於風雨而行非千里不止然則暮託宿於鰌鱣之穴所以然者何也用心不一也夫蚯蚓内無筋骨之强,-1,,
707255,說苑,反,26,其質則天下反矣詩云尸鳩,樸而取偽也追逐其末而無所休止聖人抑其文而抗其質則天下反矣詩云尸鳩在桑其子七兮淑人君子其儀一兮傳曰尸鳩之所以養七子者一心也君,-1,,
689588,說苑,行,27,者必恕然後行行一不義殺,其仁而有徳也孔子曰里仁為美擇不處仁焉得智夫仁者必恕然後行行一不義殺一無辠雖以得髙官大位仁者不為也夫大仁者愛近以及逺及其有所,-1,,
700894,說苑,守,23,君得為西河守咎犯曰薦子,讎也羔見咎犯而謝之曰幸赦臣之過薦之於君得為西河守咎犯曰薦子者公也怨子者私也吾不以私事害公義子其去矣顧吾射,-1,,
695843,說苑,天,21,者六國此迎天時得禍反為,養老之道三年之後逺方之君重譯而朝者六國此迎天時得禍反為福也故妖孽者天所,-1,,
688712,說苑,為,24,衆矣夫子何為不軾孔子曰,禮過三人則下車過二人則軾今陳脩門者人數衆矣夫子何為不軾孔子曰丘聞,-1,,
705120,說苑,風,31,於王者曰防風氏何守孔子,靈足以紀綱天下者其守為神社稷為公侯山川之祀為諸侯皆屬於王者曰防風氏何守孔子曰汪芒氏之君守封嵎之山者也其神,-1,,
690731,說苑,暴,28,禮王隠忍不暴而誅也臣終,又未甞異子子何故出死不疑如是對曰臣當死徃者醉失禮王隠忍不暴而誅也臣終不敢以䕃蔽之徳而不顯報王也常願肝腦塗地用頸血湔敵久矣,-1,,
692987,說苑,乃,20,七十言而說乃聽遂使桓公,之賊也鮑叔以為賢於己而進之為相七十言而說乃聽遂使桓公除報讎之心而委國政焉桓公垂拱無事而,-1,,
687643,說苑,桓,16,曰善為我浮桓子也晏子方,隱君之賜乎彰君之賜乎公曰善為我浮桓子也晏子方食君之使者至分食而食之晏子不飽使者返言之景,-1,,
693503,說苑,下,31,彭祖以治天下其固免矣乎,五老人仲尼曰合二十五人之智智於湯武并二十五人之力力於彭祖以治天下其固免矣乎孔子閒居喟然而歎曰銅鞮,-1,,
704219,說苑,治,17,君正則百姓治父母正則子,中必有主道焉父母之謂也故君正則百姓治父母正則子孫孝慈是以孔子家兒不知罵曾子家兒不知路所以然者生而善,-1,,
703180,說苑,反,17,而知之韓魏反而不知邯鄲,大者固忘小智伯㕑人亡炙􁃗而知之韓魏反而不知邯鄲子陽園人亡桃而知之其亡也不知務小者亦忘大也淳于髠謂孟子曰先名實者為人者也,-1,,
